# method,path,operation_id,tag,security,request_schema,response_schema,success_status,flags,queries
DELETE,/api/v1/access/policies/{id},deleteAccessPoliciesById,access,bearer,,,204,feature-gated,expected_version:integer:true;reason:string:true
DELETE,/api/v1/access/policies/{id}/assignments/{assignmentId},deleteAccessPoliciesByIdAssignmentsByAssignmentId,access,bearer,AccessPolicyAssignmentRemovalInput,,204,feature-gated,
DELETE,/api/v1/access/policies/{id}/field-permissions/{fieldPermissionId},deleteAccessPoliciesByIdFieldPermissionsByFieldPermissionId,access,bearer,,,204,feature-gated,expected_version:integer:true;reason:string:true
DELETE,/api/v1/access/roles/{id},deleteAccessRolesById,access,bearer,,,204,,expected_version:integer:true
DELETE,/api/v1/access/roles/{id}/assignments/{userID},deleteAccessRolesByIdAssignmentsByUserID,access,bearer,GenericMutation,,204,,
DELETE,/api/v1/assets/{id},deleteAssetsById,assets,bearer,,,204,feature-gated,expected_version:integer:false
DELETE,/api/v1/audits/{id},deleteAuditsById,audits,bearer,,,204,feature-gated,
DELETE,/api/v1/audits/{id}/findings/{findingID},deleteAuditsByIdFindingsByFindingID,audits,bearer,,Finding,204,feature-gated,
DELETE,/api/v1/incidents/{id},deleteIncidentsById,incidents,bearer,,,204,feature-gated,
DELETE,/api/v1/integrations/{id},deleteIntegrationsById,integrations,bearer,,,204,,
DELETE,/api/v1/organizations/{id},deleteOrganizationsById,organizations,bearer,,,204,,
DELETE,/api/v1/policies/{id},deletePoliciesById,policies,bearer,,,204,feature-gated,
DELETE,/api/v1/risks/{id},deleteRisksById,risks,bearer,,,204,feature-gated,
DELETE,/api/v1/settings/api-keys/{id},deleteSettingsApiKeysById,integrations,bearer,,,204,feature-gated,
DELETE,/api/v1/settings/notification-channels/{id},deleteSettingsNotificationChannelsById,notifications,bearer,,,204,,
DELETE,/api/v1/settings/notification-rules/{id},deleteSettingsNotificationRulesById,notifications,bearer,,,204,,
DELETE,/api/v1/settings/notification-templates/{id},deleteSettingsNotificationTemplatesById,notifications,bearer,,,204,,
DELETE,/api/v1/vendors/{id},deleteVendorsById,vendors,bearer,,,204,feature-gated,version:integer:true
DELETE,/api/v1/vendors/{id}/certifications/{certificationID},deleteVendorsByIdCertificationsByCertificationID,vendors,bearer,,GenericResponse,200,feature-gated,version:integer:true
DELETE,/api/v1/vendors/{id}/contacts/{contactID},deleteVendorsByIdContactsByContactID,vendors,bearer,,GenericResponse,200,feature-gated,version:integer:true
DELETE,/api/v1/vendors/{id}/contracts/{contractID},deleteVendorsByIdContractsByContractID,vendors,bearer,,GenericResponse,200,feature-gated,version:integer:true
DELETE,/api/v1/vendors/{id}/subprocessors/{subprocessorID},deleteVendorsByIdSubprocessorsBySubprocessorID,vendors,bearer,,GenericResponse,200,feature-gated,version:integer:true
GET,/api/v1/access/audit-log,getAccessAuditLog,access,bearer,,AccessDecisionEvidenceList,200,paginated;feature-gated,subject_id:string:false;resource_type:string:false;resource_id:string:false;action:string:false;decision:string:false;from:string:false;until:string:false
GET,/api/v1/access/decision-evidence,getAccessDecisionEvidence,access,bearer,,AccessDecisionEvidenceList,200,paginated;feature-gated,subject_id:string:false;resource_type:string:false;resource_id:string:false;action:string:false;decision:string:false;from:string:false;until:string:false
GET,/api/v1/access/field-permissions,getAccessFieldPermissions,access,bearer,,AccessFieldPermissionList,200,feature-gated,resource_type:string:false
GET,/api/v1/access/my-permissions,getAccessMyPermissions,access,bearer,,GenericResponse,200,,
GET,/api/v1/access/object-grants,getAccessObjectGrants,access,bearer,,AccessObjectGrantList,200,paginated;feature-gated,subject_id:string:false;resource_type:string:false;resource_id:string:false;status:string:false;active_at:string:false
GET,/api/v1/access/permissions,getAccessPermissions,access,bearer,,GenericResponse,200,,
GET,/api/v1/access/policies,getAccessPolicies,access,bearer,,AccessPolicyList,200,paginated;feature-gated,search:string:false;resource_type:string:false;effect:string:false;active:boolean:false
GET,/api/v1/access/policies/{id},getAccessPoliciesById,access,bearer,,AccessPolicyEnvelope,200,feature-gated,
GET,/api/v1/access/policies/{id}/assignments,getAccessPoliciesByIdAssignments,access,bearer,,AccessPolicyAssignmentList,200,feature-gated,
GET,/api/v1/access/policies/{id}/certifications,getAccessPoliciesByIdCertifications,access,bearer,,AccessPolicyCertificationList,200,paginated;feature-gated,
GET,/api/v1/access/policies/{id}/field-permissions,getAccessPoliciesByIdFieldPermissions,access,bearer,,AccessFieldPermissionList,200,feature-gated,resource_type:string:false
GET,/api/v1/access/roles,getAccessRoles,access,bearer,,ManagedRoleList,200,paginated,search:string:false;include_system:boolean:false
GET,/api/v1/access/roles/{id},getAccessRolesById,access,bearer,,ManagedRole,200,,
GET,/api/v1/access/roles/{id}/assignments,getAccessRolesByIdAssignments,access,bearer,,GenericResponse,200,,
GET,/api/v1/access/roles/{id}/events,getAccessRolesByIdEvents,access,bearer,,GenericResponse,200,paginated,
GET,/api/v1/assets/,getAssets,assets,bearer,,AssetList,200,paginated;feature-gated,asset_type:string:false;criticality:string:false;classification:string:false;status:string:false;owner_user_id:string:false;tag:string:false;search:string:false;processes_personal_data:boolean:false;sort_by:string:false;sort_dir:string:false
GET,/api/v1/assets/stats,getAssetsStats,assets,bearer,,AssetStats,200,feature-gated,
GET,/api/v1/assets/{id},getAssetsById,assets,bearer,,Asset,200,feature-gated,
GET,/api/v1/assets/{id}/events,getAssetsByIdEvents,assets,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/audits/,getAudits,audits,bearer,,AuditList,200,paginated;feature-gated,status:string:false;audit_type:string:false;lead_auditor_id:string:false;framework_id:string:false;search:string:false
GET,/api/v1/audits/{id},getAuditsById,audits,bearer,,Audit,200,feature-gated,
GET,/api/v1/audits/{id}/findings,getAuditsByIdFindings,audits,bearer,,PaginatedGeneric,200,paginated;feature-gated,
GET,/api/v1/audits/{id}/findings/stats,getAuditsByIdFindingsStats,audits,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/audits/{id}/findings/{findingID},getAuditsByIdFindingsByFindingID,audits,bearer,,Finding,200,feature-gated,
GET,/api/v1/auth/me,getAuthMe,auth,bearer,,User,200,,
GET,/api/v1/automation/assets/,getAutomationAssets,automation,apiKey,,AssetList,200,paginated;feature-gated,asset_type:string:false;criticality:string:false;classification:string:false;status:string:false;owner_user_id:string:false;tag:string:false;search:string:false;processes_personal_data:boolean:false;sort_by:string:false;sort_dir:string:false
GET,/api/v1/automation/assets/stats,getAutomationAssetsStats,automation,apiKey,,AssetStats,200,feature-gated,
GET,/api/v1/automation/assets/{id},getAutomationAssetsById,automation,apiKey,,Asset,200,feature-gated,
GET,/api/v1/automation/assets/{id}/events,getAutomationAssetsByIdEvents,automation,apiKey,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/automation/audits/,getAutomationAudits,automation,apiKey,,AuditList,200,paginated;feature-gated,status:string:false;audit_type:string:false;lead_auditor_id:string:false;framework_id:string:false;search:string:false
GET,/api/v1/automation/audits/{id},getAutomationAuditsById,automation,apiKey,,Audit,200,feature-gated,
GET,/api/v1/automation/audits/{id}/findings,getAutomationAuditsByIdFindings,automation,apiKey,,PaginatedGeneric,200,paginated;feature-gated,
GET,/api/v1/automation/audits/{id}/findings/stats,getAutomationAuditsByIdFindingsStats,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/audits/{id}/findings/{findingID},getAutomationAuditsByIdFindingsByFindingID,automation,apiKey,,Finding,200,feature-gated,
GET,/api/v1/automation/controls/,getAutomationControls,automation,apiKey,,ControlList,200,paginated;feature-gated,
GET,/api/v1/automation/controls/{id},getAutomationControlsById,automation,apiKey,,Control,200,feature-gated,
GET,/api/v1/automation/controls/{id}/evidence,getAutomationControlsByIdEvidence,automation,apiKey,,ControlEvidenceList,200,paginated;feature-gated,
GET,/api/v1/automation/frameworks/,getAutomationFrameworks,automation,apiKey,,FrameworkList,200,paginated;feature-gated,
GET,/api/v1/automation/frameworks/{id},getAutomationFrameworksById,automation,apiKey,,Framework,200,feature-gated,
GET,/api/v1/automation/frameworks/{id}/controls,getAutomationFrameworksByIdControls,automation,apiKey,,PaginatedGeneric,200,paginated;feature-gated,
GET,/api/v1/automation/incidents/,getAutomationIncidents,automation,apiKey,,IncidentList,200,paginated;feature-gated,status:string:false;severity:string:false;category:string:false;assignee_id:string:false;search:string:false;breach_notifiable:boolean:false;sort:string:false;direction:string:false
GET,/api/v1/automation/incidents/breaches/upcoming,getAutomationIncidentsBreachesUpcoming,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/incidents/statistics,getAutomationIncidentsStatistics,automation,apiKey,,IncidentStatistics,200,feature-gated,
GET,/api/v1/automation/incidents/{id},getAutomationIncidentsById,automation,apiKey,,Incident,200,feature-gated,
GET,/api/v1/automation/incidents/{id}/assignments,getAutomationIncidentsByIdAssignments,automation,apiKey,,GenericResponse,200,feature-gated,active_only:boolean:false
GET,/api/v1/automation/incidents/{id}/timeline,getAutomationIncidentsByIdTimeline,automation,apiKey,,IncidentEventList,200,paginated;feature-gated,
GET,/api/v1/automation/policies/,getAutomationPolicies,automation,apiKey,,PolicyList,200,paginated;feature-gated,status:string:false;classification:string:false;category_id:string:false;owner_user_id:string:false;search:string:false;due_before:string:false
GET,/api/v1/automation/policies/categories,getAutomationPoliciesCategories,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/policies/due-for-review,getAutomationPoliciesDueForReview,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/policies/{id},getAutomationPoliciesById,automation,apiKey,,Policy,200,feature-gated,
GET,/api/v1/automation/policies/{id}/reviews,getAutomationPoliciesByIdReviews,automation,apiKey,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/automation/policies/{id}/versions,getAutomationPoliciesByIdVersions,automation,apiKey,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/automation/risks/,getAutomationRisks,automation,apiKey,,RiskList,200,paginated;feature-gated,status:string:false;level:string:false;category_id:string:false;owner_user_id:string:false;search:string:false;emerging:boolean:false
GET,/api/v1/automation/risks/appetite,getAutomationRisksAppetite,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/risks/categories,getAutomationRisksCategories,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/risks/heatmap,getAutomationRisksHeatmap,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/risks/matrix,getAutomationRisksMatrix,automation,apiKey,,GenericResponse,200,feature-gated,dimension:string:false
GET,/api/v1/automation/risks/{id},getAutomationRisksById,automation,apiKey,,Risk,200,feature-gated,
GET,/api/v1/automation/risks/{id}/assessments,getAutomationRisksByIdAssessments,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/risks/{id}/indicators,getAutomationRisksByIdIndicators,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/risks/{id}/treatments,getAutomationRisksByIdTreatments,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/,getAutomationVendors,automation,apiKey,,VendorList,200,paginated;feature-gated,status:string:false;criticality:string:false;vendor_tier:string:false;risk_tier:string:false;owner_user_id:string:false;country_code:string:false;search:string:false;sort_by:string:false;sort_dir:string:false
GET,/api/v1/automation/vendors/certifications/expiring,getAutomationVendorsCertificationsExpiring,automation,apiKey,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/automation/vendors/contracts/upcoming,getAutomationVendorsContractsUpcoming,automation,apiKey,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/automation/vendors/due-for-assessment,getAutomationVendorsDueForAssessment,automation,apiKey,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/automation/vendors/statistics,getAutomationVendorsStatistics,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/{id},getAutomationVendorsById,automation,apiKey,,Vendor,200,feature-gated,
GET,/api/v1/automation/vendors/{id}/certifications,getAutomationVendorsByIdCertifications,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/{id}/contacts,getAutomationVendorsByIdContacts,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/{id}/contracts,getAutomationVendorsByIdContracts,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/{id}/subprocessors,getAutomationVendorsByIdSubprocessors,automation,apiKey,,GenericResponse,200,feature-gated,
GET,/api/v1/automation/vendors/{id}/timeline,getAutomationVendorsByIdTimeline,automation,apiKey,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/controls/,getControls,controls,bearer,,ControlList,200,paginated;feature-gated,
GET,/api/v1/controls/{id},getControlsById,controls,bearer,,Control,200,feature-gated,
GET,/api/v1/controls/{id}/evidence,getControlsByIdEvidence,controls,bearer,,ControlEvidenceList,200,paginated;feature-gated,
GET,/api/v1/controls/{id}/evidence/{evidenceID}/download,getControlsByIdEvidenceByEvidenceIDDownload,controls,bearer,,,200,feature-gated;binary-response;temporary-redirect,
GET,/api/v1/controls/{id}/evidence/{evidenceID}/history,getControlsByIdEvidenceByEvidenceIDHistory,controls,bearer,,EvidenceLifecycleRecord,200,feature-gated,
GET,/api/v1/frameworks/,getFrameworks,frameworks,bearer,,FrameworkList,200,paginated;feature-gated,
GET,/api/v1/frameworks/{id},getFrameworksById,frameworks,bearer,,Framework,200,feature-gated,
GET,/api/v1/frameworks/{id}/controls,getFrameworksByIdControls,frameworks,bearer,,PaginatedGeneric,200,paginated;feature-gated,
GET,/api/v1/incidents/,getIncidents,incidents,bearer,,IncidentList,200,paginated;feature-gated,status:string:false;severity:string:false;category:string:false;assignee_id:string:false;search:string:false;breach_notifiable:boolean:false;sort:string:false;direction:string:false
GET,/api/v1/incidents/breach-notifiable,getIncidentsBreachNotifiable,incidents,bearer,,GenericResponse,200,deprecated;feature-gated,horizon_hours:integer:false;limit:integer:false
GET,/api/v1/incidents/breaches/upcoming,getIncidentsBreachesUpcoming,incidents,bearer,,GenericResponse,200,feature-gated,horizon_hours:integer:false;limit:integer:false
GET,/api/v1/incidents/statistics,getIncidentsStatistics,incidents,bearer,,IncidentStatistics,200,feature-gated,
GET,/api/v1/incidents/{id},getIncidentsById,incidents,bearer,,Incident,200,feature-gated,
GET,/api/v1/incidents/{id}/assignments,getIncidentsByIdAssignments,incidents,bearer,,GenericResponse,200,feature-gated,active_only:boolean:false
GET,/api/v1/incidents/{id}/timeline,getIncidentsByIdTimeline,incidents,bearer,,IncidentEventList,200,paginated;feature-gated,
GET,/api/v1/integrations/,getIntegrations,integrations,bearer,,IntegrationList,200,,
GET,/api/v1/integrations/{id},getIntegrationsById,integrations,bearer,,IntegrationEnvelope,200,,
GET,/api/v1/integrations/{id}/logs,getIntegrationsByIdLogs,integrations,bearer,,GenericResponse,200,paginated,
GET,/api/v1/notifications/,getNotifications,notifications,bearer,,NotificationList,200,paginated,
GET,/api/v1/notifications/preferences,getNotificationsPreferences,notifications,bearer,,GenericResponse,200,,
GET,/api/v1/notifications/unread-count,getNotificationsUnreadCount,notifications,bearer,,GenericResponse,200,,
GET,/api/v1/organizations/,getOrganizations,organizations,bearer,,OrganizationList,200,paginated,
GET,/api/v1/organizations/{id},getOrganizationsById,organizations,bearer,,Organization,200,,
GET,/api/v1/policies/,getPolicies,policies,bearer,,PolicyList,200,paginated;feature-gated,status:string:false;classification:string:false;category_id:string:false;owner_user_id:string:false;search:string:false;due_before:string:false
GET,/api/v1/policies/categories,getPoliciesCategories,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/policies/due-for-review,getPoliciesDueForReview,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/policies/{id},getPoliciesById,policies,bearer,,Policy,200,feature-gated,
GET,/api/v1/policies/{id}/approval,getPoliciesByIdApproval,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/policies/{id}/attestations,getPoliciesByIdAttestations,policies,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/policies/{id}/exceptions,getPoliciesByIdExceptions,policies,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/policies/{id}/exceptions/{exceptionID},getPoliciesByIdExceptionsByExceptionID,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/policies/{id}/reviews,getPoliciesByIdReviews,policies,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/policies/{id}/reviews/{reviewID},getPoliciesByIdReviewsByReviewID,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/policies/{id}/versions,getPoliciesByIdVersions,policies,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/api/v1/policies/{id}/versions/{versionID},getPoliciesByIdVersionsByVersionID,policies,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/,getRisks,risks,bearer,,RiskList,200,paginated;feature-gated;quota-gated,status:string:false;level:string:false;category_id:string:false;owner_user_id:string:false;search:string:false;emerging:boolean:false
GET,/api/v1/risks/appetite,getRisksAppetite,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/categories,getRisksCategories,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/heatmap,getRisksHeatmap,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/matrix,getRisksMatrix,risks,bearer,,GenericResponse,200,feature-gated,dimension:string:false
GET,/api/v1/risks/{id},getRisksById,risks,bearer,,Risk,200,feature-gated,
GET,/api/v1/risks/{id}/assessments,getRisksByIdAssessments,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/{id}/indicators,getRisksByIdIndicators,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/{id}/indicators/{indicatorID}/values,getRisksByIdIndicatorsByIndicatorIDValues,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/{id}/treatments,getRisksByIdTreatments,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/risks/{id}/treatments/{treatmentID},getRisksByIdTreatmentsByTreatmentID,risks,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/settings/api-keys,getSettingsApiKeys,integrations,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/settings/capabilities,getSettingsCapabilities,capabilities,bearer,,FeatureFlagList,200,,
GET,/api/v1/settings/capabilities/{key}/evaluation,getSettingsCapabilitiesByKeyEvaluation,capabilities,bearer,,FeatureFlagEvaluation,200,,
GET,/api/v1/settings/diagnostics,getSettingsDiagnostics,diagnostics,bearer,,DiagnosticsEnvelope,200,,
POST,/api/v1/settings/diagnostics/support-bundle,generateSettingsDiagnosticsSupportBundle,diagnostics,bearer,SupportBundleRequest,,200,binary-response;payload-limited,
GET,/api/v1/settings/entitlements,getSettingsEntitlements,capabilities,bearer,,EntitlementSnapshot,200,,
GET,/api/v1/settings/entitlements/limits/{metric}/check,getSettingsEntitlementsLimitsByMetricCheck,capabilities,bearer,,EntitlementLimitDecision,200,,requested:integer:true
GET,/api/v1/settings/feature-flags,getSettingsFeatureFlags,capabilities,bearer,,FeatureFlagList,200,,
GET,/api/v1/settings/feature-flags/{key}/history,getSettingsFeatureFlagsByKeyHistory,capabilities,bearer,,PaginatedGeneric,200,paginated,
GET,/api/v1/settings/notification-channels/,getSettingsNotificationChannels,notifications,bearer,,GenericResponse,200,,
GET,/api/v1/settings/notification-rules/,getSettingsNotificationRules,notifications,bearer,,PaginatedGeneric,200,paginated,
GET,/api/v1/settings/notification-templates/,getSettingsNotificationTemplates,notifications,bearer,,PaginatedGeneric,200,paginated,
GET,/api/v1/settings/sso,getSettingsSso,integrations,bearer,,SSOConfigurationEnvelope,200,feature-gated,
GET,/api/v1/vendors/,getVendors,vendors,bearer,,VendorList,200,paginated;feature-gated;quota-gated,status:string:false;criticality:string:false;vendor_tier:string:false;risk_tier:string:false;owner_user_id:string:false;country_code:string:false;search:string:false;sort_by:string:false;sort_dir:string:false;data_processing:boolean:false;due_assessment:boolean:false
GET,/api/v1/vendors/certifications/expiring,getVendorsCertificationsExpiring,vendors,bearer,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/vendors/contracts/upcoming,getVendorsContractsUpcoming,vendors,bearer,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/vendors/due-for-assessment,getVendorsDueForAssessment,vendors,bearer,,GenericResponse,200,feature-gated,horizon_days:integer:false;limit:integer:false
GET,/api/v1/vendors/statistics,getVendorsStatistics,vendors,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/vendors/stats,getVendorsStats,vendors,bearer,,GenericResponse,200,deprecated;feature-gated,
GET,/api/v1/vendors/{id},getVendorsById,vendors,bearer,,Vendor,200,feature-gated,
GET,/api/v1/vendors/{id}/certifications,getVendorsByIdCertifications,vendors,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/vendors/{id}/contacts,getVendorsByIdContacts,vendors,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/vendors/{id}/contracts,getVendorsByIdContracts,vendors,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/vendors/{id}/subprocessors,getVendorsByIdSubprocessors,vendors,bearer,,GenericResponse,200,feature-gated,
GET,/api/v1/vendors/{id}/timeline,getVendorsByIdTimeline,vendors,bearer,,GenericResponse,200,paginated;feature-gated,
GET,/health,getHealth,health,public,,HealthResponse,200,deprecated,
GET,/health/live,getHealthLive,health,public,,HealthResponse,200,,
GET,/health/ready,getHealthReady,health,public,,HealthResponse,200,,
PATCH,/api/v1/access/roles/{id},patchAccessRolesById,access,bearer,ManagedRoleInput,ManagedRole,200,,
PATCH,/api/v1/assets/{id},patchAssetsById,assets,bearer,AssetInput,Asset,200,feature-gated,
PATCH,/api/v1/audits/{id},patchAuditsById,audits,bearer,GenericMutation,Audit,200,feature-gated,
PATCH,/api/v1/audits/{id}/findings/{findingID},patchAuditsByIdFindingsByFindingID,audits,bearer,GenericMutation,Finding,200,feature-gated,
PATCH,/api/v1/controls/{id}/implementation,patchControlsByIdImplementation,controls,bearer,GenericMutation,GenericResponse,200,feature-gated,
PATCH,/api/v1/incidents/{id},patchIncidentsById,incidents,bearer,IncidentPatch,Incident,200,feature-gated,
PATCH,/api/v1/policies/{id},patchPoliciesById,policies,bearer,GenericMutation,Policy,200,feature-gated,
PATCH,/api/v1/policies/{id}/reviews/{reviewID},patchPoliciesByIdReviewsByReviewID,policies,bearer,GenericMutation,GenericResponse,200,feature-gated,
PATCH,/api/v1/risks/{id},patchRisksById,risks,bearer,GenericMutation,Risk,200,feature-gated,
PATCH,/api/v1/risks/{id}/treatments/{treatmentID},patchRisksByIdTreatmentsByTreatmentID,risks,bearer,GenericMutation,GenericResponse,200,feature-gated,
PATCH,/api/v1/vendors/{id},patchVendorsById,vendors,bearer,GenericMutation,Vendor,200,feature-gated,
POST,/api/v1/access/evaluate,postAccessEvaluate,access,bearer,AccessEvaluationInput,AccessDecisionEnvelope,200,feature-gated,
POST,/api/v1/access/object-grants,postAccessObjectGrants,access,bearer,AccessObjectGrantInput,AccessObjectGrantEnvelope,201,feature-gated,
POST,/api/v1/access/object-grants/{grantId}/decision,postAccessObjectGrantsByGrantIdDecision,access,bearer,AccessObjectGrantDecisionInput,AccessObjectGrantEnvelope,200,feature-gated,
POST,/api/v1/access/object-grants/{grantId}/revoke,postAccessObjectGrantsByGrantIdRevoke,access,bearer,AccessObjectGrantRevocationInput,AccessObjectGrantEnvelope,200,feature-gated,
POST,/api/v1/access/policies,postAccessPolicies,access,bearer,AccessPolicyInput,AccessPolicyEnvelope,201,feature-gated,
POST,/api/v1/access/policies/{id}/assignments,postAccessPoliciesByIdAssignments,access,bearer,AccessPolicyAssignmentInput,AccessPolicyAssignmentEnvelope,201,feature-gated,
POST,/api/v1/access/policies/{id}/certifications,postAccessPoliciesByIdCertifications,access,bearer,AccessPolicyCertificationInput,AccessPolicyCertificationEnvelope,201,feature-gated,
POST,/api/v1/access/roles,postAccessRoles,access,bearer,ManagedRoleInput,ManagedRole,201,,
POST,/api/v1/access/roles/{id}/assignments,postAccessRolesByIdAssignments,access,bearer,ManagedRoleAssignmentInput,GenericResponse,201,payload-limited,
PUT,/api/v1/access/roles/{id}/assignments/{userID}/window,timeboxAccessRoleAssignment,access,bearer,ManagedRoleWindowInput,ManagedRoleAssignment,200,payload-limited,
GET,/api/v1/access/governance/campaigns,listAccessReviewCampaigns,access,bearer,,AccessReviewCampaignList,200,paginated,
POST,/api/v1/access/governance/campaigns,createAccessReviewCampaign,access,bearer,AccessReviewCampaignInput,AccessReviewCampaign,201,payload-limited,
GET,/api/v1/access/governance/campaigns/{id},getAccessReviewCampaign,access,bearer,,AccessReviewCampaign,200,,
GET,/api/v1/access/governance/campaigns/{id}/items,listAccessReviewItems,access,bearer,,AccessReviewItemList,200,paginated,
POST,/api/v1/access/governance/campaigns/{id}/items/{itemID}/decision,decideAccessReviewItem,access,bearer,AccessReviewDecisionInput,AccessReviewDecision,200,payload-limited,
POST,/api/v1/access/governance/campaigns/{id}/complete,completeAccessReviewCampaign,access,bearer,AccessGovernanceTransitionInput,AccessReviewCampaign,200,payload-limited,
POST,/api/v1/access/governance/campaigns/{id}/cancel,cancelAccessReviewCampaign,access,bearer,AccessGovernanceTransitionInput,AccessReviewCampaign,200,payload-limited,
GET,/api/v1/access/governance/sod-rules,listAccessSoDRules,access,bearer,,AccessSoDRuleList,200,paginated,
POST,/api/v1/access/governance/sod-rules,createAccessSoDRule,access,bearer,AccessSoDRuleInput,AccessSoDRule,201,payload-limited,
POST,/api/v1/access/governance/sod-rules/{id}/disable,disableAccessSoDRule,access,bearer,AccessGovernanceTransitionInput,AccessSoDRule,200,payload-limited,
POST,/api/v1/access/governance/sod-rules/{id}/exceptions,requestAccessSoDException,access,bearer,AccessSoDExceptionInput,AccessSoDException,201,payload-limited,
GET,/api/v1/access/governance/sod-exceptions,listAccessSoDExceptions,access,bearer,,AccessSoDExceptionList,200,paginated,
